COOPERATIVA UBERLANDENSE DE TRANSP.LTDA ;03641771000156;7021730850031     ;AV.ANSELMO ALVES DO SANTOS, 118 LJ.01   ;CAZECA              ;MG;UBERLANDIA     ;38400008;34 ;32373126                                          ;                                                  
UBERPALACE HOTEL LTDA                   ;64274137000117;7026908840035     ;AV.JOAO NAVES DE AVILA, 1200            ;CAZECA              ;MG;UBERLANDIA     ;38400042;34 ;32366074                                          ;                                                  
MRM EMPREENDIMENTOS HOTELEIROS LTDA     ;05575657000109;7022488810062     ;AV.JOAO NAVES DE AVILA, 820             ;CAZECA              ;MG;UBERLANDIA     ;38400042;34 ;32576654                                          ;                                                  
TINTAS E ADESIVOS UNIAO UBERLANDIA LTDA ;05301082000128;7022006300033     ;AV.RIO BRANCO, 1207                     ;CAZECA              ;MG;UBERLANDIA     ;38400024;34 ;32575653                                          ;                                                  
IGREJA EVANGELICA ASSEMBLEIA DE DEUS    ;17790270000146;;AV.RONDON PACHECO, 4094                 ;CAZECA              ;MG;UBERLANDIA     ;        ;   ;                                                  ;                                                  
SECOR SEGURANCA CONTROLADA LTDA         ;02852395000186;0010019920067     ;AVENIDA RIO BRANCO, 669                 ;CAZECA              ;MG;UBERLANDIA     ;38400056;34 ;32355496                                          ;                                                  
JA COMERCIO E FABRICACAO DE BANDEIRA    ;08915770000176;;RUA PEDRO CROSARA CHERULLI N:411        ;CAZECA              ;MG;UBERLANDIA     ;        ;   ;                                                  ;                                                  
BIGFER INDUSTRIA E COMERCIO DE FERRAGENS;92534593000607;718062477114      ;AV. DOMINGOS PIGNATARI, 5198            ;CECAP II            ;SP;VOTUPORANGA    ;        ;   ;                                                  ;                                                  
TRANSP. E MARCENARIA PINHEIRO LTDA      ;33454232000179;07.469.190/001-29 ;QDA 01 - LOTE 32 - ST DE MAT. CONSTRUCAO;CEILANDIA           ;DF;BRASILIA       ;72265010;   ;                                                  ;                                                  
PS IND DE PLASTICOS, METAIS E ALUMINIOS ;12427872000110;256179654         ;RUA ALVINO ZIEBARTH, 215                ;CENTENARIO          ;SC;SAO BENTO DO SU;89283256;047;36352000                                          ;                                                  
CAIXA ECONOMICA FEDERAL                 ;00360305153792;;PRACA OSWALDO CRUZ, Nº 390              ;CENTR               ;MG;UBERLANDIA     ;38400000;34 ;32393000                                          ;                                                  
BANCO BRADESCO S/A                      ;60746948026855;;AV AFONSO PENA 273                      ;CENTRO              ;MG;UBERLANDIA     ;38400000;34 ;                                                  ;                                                  
COMERCIAL ROLIVEIRA DE UTILIDADES DOMEST;06993130000159;7023104400041     ;AV AFONSO PENA, 540                     ;CENTRO              ;MG;UBERLANDIA     ;38400059;034;32239871                                          ;                                                  
SANCHES E VECCHIATE LTDA                ;03644587000160;90205812-52       ;AV ARAPONGAS, 1369                      ;CENTRO              ;PR;ARAPONGAS      ;86701000;   ;                                                  ;                                                  
DROGASIL S.A.                           ;61585865026207;701.053.332.2376  ;AV JOAO NAVES DE AVILA 294/304          ;CENTRO              ;MG;UBERLANDIA     ;38400220;   ;32365874                                          ;                                                  
LIDER ORGANIZACAO COMERCIAL LTDA        ;23879331001382;7021756631469     ;AV JOAO PIN. ,1154- L 17, LJ 18, LJ 19  ;CENTRO              ;MG;UBERLANDIA     ;38400712;34 ;3231-9926                                         ;                                                  
REAL SEGUROS S/A                        ;33164021009743;;AV JOAO PINHEIRO 126                    ;CENTRO              ;MG;UBERLANDIA     ;38400126;   ;                                                  ;                                                  
UNIMED UBERLANDIA COOP REGIONAL TRABALHO;17790718000121;;AV JOAO PINHEIRO 639                    ;CENTRO              ;MG;UBERLANDIA     ;        ;   ;                                                  ;                                                  
IRMAOS BRETAS FILHOS E CIA LTDA         ;24444127003930;7020872043364     ;AV JOAO PINHEIRO 77                     ;CENTRO              ;MG;UBERLANDIA     ;38414000;34 ;32553033                                          ;                                                  
PARAMED PRODUTOS MEDICO-HOSPITALARES LTD;05876102000199;7022539920030     ;AV JOAO PINHEIRO, 465                   ;CENTRO              ;MG;UBERLANDIA     ;38400126;034;32366667                                          ;                                                  
MODULO IMOVEIS LTDA                     ;20736336000124;;AV JOAÖ PINHEIRO, 573                   ;CENTRO              ;MG;UBERLANDIA     ;38400124;34 ;32101000                                          ;
LOJAS RIACHUELO S.A                     ;33200056012074;7020533330280     ;AV. AFONSO PENA 470                     ;CENTRO              ;MG;UBERLANDIA     ;        ;   ;                                                  ;                                                  
ELETRO VENTO LTDA                       ;71294896000107;7028508030097     ;AV. AFONSO PENA, 1187                   ;CENTRO              ;MG;UBERLANDIA     ;38400706;34 ;32531784                                          ;                                                  
CENTEL LTDA                             ;17280298000133;7023867250074     ;AV. AFONSO PENA, N° 1122                ;CENTRO              ;MG;UBERLANDIA     ;        ;34 ;32354915                                          ;                                                  
TECIDOS TITA LTDA                       ;01534593000139;100001815         ;AV. ANHANGUERA, 5533 / 61               ;CENTRO              ;GO;GOIANIA        ;74043012;62 ;32266161                                          ;                                                  
KIBOX IND. E COM. VIDROS E ESPELHOS LTDA;64660335000119;487018179112      ;AV. AURORA FORTE NEVES, 1209            ;CENTRO              ;SP;OLIMPIA        ;15400000;017;2816055                                           ;                                                  
AMERICA PALACE HOTEL LTDA               ;19388172000102;;AV. CESARIO ALVIM, 514                  ;CENTRO              ;MG;UBERLANDIA     ;38400098;34 ;32143522                                          ;                                                  
PNEUS TRIANGULO LTDA                    ;16819930000705;7020533370524     ;AV. CESARIO ALVIM, N° 1438              ;CENTRO              ;MG;UBERLANDIA     ;38400694;034;32912900                                          ;                                                  
NATUREZA E ARTE DEC. PRESENTES LTDA - ME;25355058000189;702.584.833-0094  ;AV. FLORIANO PEIXOTO                    ;CENTRO              ;MG;UBERLANDIA     ;38400100;34 ;32365100                                          ;                                                  
CIDWAN UBERLANDIA LTDA                  ;71208631000149;;AV. FLORIANO PEIXOTO, 615 - SL.301/304  ;CENTRO              ;MG;UBERLANDIA     ;38400102;34 ;32369020                                          ;cidwan@cidwan.com.br                              
SERASA S.A                              ;62173620004258;;AV. FLORIANO PEIXOTO, 615 - SL.502-503  ;CENTRO              ;MG;UBERLANDIA     ;        ;   ;                                                  ;comercialula@serasa.com.br                        
HUMBERTO ALVES COM. DE SECOS E MOLHADOS ;06112249000175;7022732650006     ;AV. FLORIANO PEIXOTO, 62                ;CENTRO              ;MG;UBERLANDIA     ;38400100;34 ;32197733                                          ;                                                  
PETROLEUM LUBRIFICANTES LTDA            ;41665522000190;7027794780080     ;AV. FLORIANO PEIXOTO, N° 1771           ;CENTRO              ;MG;UBERLANDIA     ;38400700;34 ;32175233                                          ;petroleum@uber.com.br                             
PAPELARIA FLORIANO LTDA                 ;02895987000185;7020006910077     ;AV. FLORIANO PEIXOTO, N° 2104           ;CENTRO              ;MG;UBERLANDIA     ;        ;34 ;32121313                                          ;                                                  
PAPELARIA GLOBO LTDA                    ;25641085000118;7020270480090     ;AV. FLORIANO PEIXOTO, N° 463            ;CENTRO              ;MG;UBERLANDIA     ;38400100;34 ;32213811                                          ;papelariaglobo@triang.com.br                      
UBERLANDIA AUTOMOVEIS S/A               ;25629577000198;7020374640069     ;AV. FLORIANO PEIXOTO, N° 570            ;CENTRO              ;MG;UBERLANDIA     ;        ;34 ;32144055                                          ;                                                  
TECIDOS TITA LTDA                       ;01534593000210;7020357090064     ;AV. FLORIANO PEIXOTO, N° 624            ;CENTRO              ;MG;UBERLANDIA     ;38400102;34 ;32566544                                          ;                                                  
CRA ARANTES COMERCIO LTDA               ;68536838000138;702.820615.0049   ;AV. GETULIO VARGAS, 800                 ;CENTRO              ;MG;UBERLANDIA     ;38400434;34 ;32354267                                          ;                                                  
LUSTRES DIAMANTE LTDA                   ;50152958000176;636068116118      ;AV. GOIAS, 746                          ;CENTRO              ;SP;SAO CAETANO DO ;09521300;011;42295099                                          ;lustresdiamante@lustresdiamant                    
DISTRIBUIDORA DE LIXAS LIBRAS LTDA      ;00871984000186;7029489330087     ;AV. JOAO PESSOA, N° 809                 ;CENTRO              ;MG;UBERLANDIA     ;38400338;34 ;32199355                                          ;libras@trinag.com.br                              
JALMAC INDUSTRIA E COMERCIO DE MOVEIS LT;05442668000102;393053593111      ;AV. LUIS ANDRE CAETANO, 1401            ;CENTRO              ;SP;JACI           ;15155000;17 ;2831509                                           ;                                                  
REAL BORRACHAS DE ARAGUARI LTDA         ;01717096000176;0353442850015     ;AV. MINAS GERAIS, 1543                  ;CENTRO              ;MG;ARAGUARI       ;38440042;034;32411145                                          ;                                                  
BILICO MOVEIS LTDA                      ;53343364000211;527016524112      ;AV. PAPA JOAO XXII , 957                ;CENTRO              ;SP;PILAR DO SUL   ;18185000;   ;32781291                                          ;                                                  
SECRET.EST.MEIO AMB.E DESENV.SUSTENTAVEL;00957404000178;;AV. PRUDENTE DE MORAES, Nº 1.671 - 5º A.;CENTRO              ;MG;BELO HORIZONTE ;30380000;31 ;                                                  ;                                                  
UNIODONTO REGIONAL COOP.TRAB.ODONT.LTDA ;26185199000163;;AV. RIO BRANCO 306                      ;CENTRO              ;MG;UBERLANDIA     ;38400056;34 ;32288100                                          ;                                                  
MENEGATTI COM.DE MAQUINAS DE COST.LTDA  ;25634601000187;;AV.AFONSO PENA, 1218                    ;CENTRO              ;MG;UBERLANDIA     ;38400706;34 ;32365666                                          ;                                                  
VM GONCALVES DA SILVA & SILVA LTDA      ;09676137000135;;AV.AFONSO PENA, 518 - SL 02             ;CENTRO              ;MG;UBERLANDIA     ;38400128;34 ;32149187                                          ;                                                  
ARTHUR LUNGREN TECIDOS S/A              ;61099834024707;7020427220751     ;AV.AFONSO PENA, 640                     ;CENTRO              ;MG;UBERLANDIA     ;38400060;34 ;32144368                                          ;                                                  
CLICMAIS FOTO UBERLANDIA LTDA           ;00898140000129;;AV.AFONSO PENA, 842                     ;CENTRO              ;MG;UBERLANDIA     ;38400130;   ;                                                  ;                                                  
L F DE PAULA ANTONANGELO & CIA LTDA     ;72430739000144;6280441200        ;AV.ARAPONGAS, 654                       ;CENTRO              ;PR;ARAPONGAS      ;86701000;   ;                                                  ;                                                  
PONTOLUB COM.E DISTR.DE LUBRIFICANTES LT;06129901000245;0010001960130     ;AV.BENAJAMIN CONSTANT 323               ;CENTRO              ;MG;JUIZ DE FORA   ;36060150;31 ;34238575                                          ;pablo@pontolub.com.br                             
L.A.REPRESENTACOES LTDA                 ;07346339000193;;AV.BRASIL, 183 - SL.01 - 1ºANDAR        ;CENTRO              ;BA;DIAS D'AVILA   ;42850000;071;33250237                                          ;                                                  
MENDES NUNES COPYADORA LTDA             ;07857353000151;;AV.CESARIO ALVIM, 650                   ;CENTRO              ;MG;UBERLANDIA     ;38400098;34 ;32361576                                          ;                                                  
MONTBLANC HOTEL LTDA                    ;01421582000142;;AV.CESARIO ALVIM, 655                   ;CENTRO              ;MG;UBERLANDIA     ;38400098;34 ;32360501                                          ;                                                  
SPV ARTE DIGITAL LTDA                   ;07897974000169;;AV.CESARIO ALVIM, 818                   ;CENTRO              ;MG;UBERLANDIA     ;38400098;34 ;32230457                                          ;                                                  
VOETUR TURISMO E REPRESENTACOES LTDA    ;01017250001098;;AV.CESARIO ALVIM, 818 13º ANDAR         ;CENTRO              ;MG;UBERLANDIA     ;        ;034;21016800                                          ;                                                  
MULTI CONSULTORIA DE IMOVEIS LTDA       ;17656356000261;;AV.CIPRIANO DEL FAVERO, 416             ;CENTRO              ;MG;UBERLANDIA     ;38400048;034;32397000                                          ;                                                  
BRAVO INDUSTRIA E COMERCIO DE MOVEIS S/A;05281996000336;7021917570210     ;AV.FLORIANO PEIXOT, 1499                ;CENTRO              ;MG;UBERLANDIA     ;38400700;34 ;32554700                                          ;encantos@encantosmoveis.com.br                    
STUDIO S LTDA                           ;42875948000130;;AV.JOAO NAVES DE AVILA, 405             ;CENTRO              ;MG;UBERLANDIA     ;38400600;34 ;32352811                                          ;                                                  
ON LINE SHOPPING LTDA                   ;04388540000498;702.123.179-0394  ;AV.JOAO PINHEIRO 796                    ;CENTRO              ;MG;UBERLANDIA     ;38400126;034;32280115                                          ;online@onlinecomvoce.com.br                       
BRAZAO COPIAS E SERVICOS LTDA           ;10391299000106;;AV.JOAO PINHEIRO, 1154 LJ.68            ;CENTRO              ;MG;UBERLANDIA     ;38400712;034;32108272                                          ;                                                  
GOLDFISH RESTAURANTE LTDA               ;66343807000135;7027690310070     ;AV.JOAO PINHEIRO, 426                   ;CENTRO              ;MG;UBERLANDIA     ;        ;034;32368692                                          ;                                                  
TRIAGEM ENTREGA RAP.DE DOC.MALOTES LTDA ;09322170000167;;AV.JOAO PINHEIRO, 761 LJ 1              ;CENTRO              ;MG;UBERLANDIA     ;38400126;34 ;32313111                                          ;                                                  
EXPRESSO NOVATO ENCOMENDAS E CARGAS LTDA;16820094000185;0350544540039     ;AV.MINAS GERAIS, 1670                   ;CENTRO              ;MG;ARAGUARI       ;38440042;34 ;32416039                                          ;                                                  
JOAO DE BARRO AMBIENTAL SERVICOS LTDA   ;11422202000148;;AV.NOSSA SENHORA DAS VITORIAS, 1530     ;CENTRO              ;MG;SANTA VITORIA  ;38320000;34 ;32290621                                          ;                                                  
ANSETT TECNOLOGIA E ENGENHARIA LTDA     ;69349017000236;;AV.PROF.JOSE BARRETO,111 - 1ºANDAR-SL.14;CENTRO              ;SP;COTIA          ;06703000;   ;                                                  ;                                                  
BANCO NACIONAL DE DESENV.ECON.E SOCIAL  ;33657248000189;;AV.REPUBLICA DO CHILE, 100              ;CENTRO              ;RJ;RIO DE JANEIRO ;20031917;   ;                                                  ;                                                  
REDE BOM DIA DE COMUNICACOES LTDA       ;07602781000800;;AVENIDA ALBERTO ANDALO, 3209            ;CENTRO              ;SP;SAO JOSE DO RIO;        ;   ;                                                  ;                                                  
MANOEL JOSE DE QUEIROZ & CIA LTDA       ;03354561000187;9019170192        ;AVENIDA ARAPONGAS, 386                  ;CENTRO              ;PR;ARAPONGAS      ;86701000;   ;                                                  ;                                                  
ART HOME FLORES E OBJETOS DE DECOR.LTDA ;10529250000177;0011032120061     ;AVENIDA CESARIO ALVIM, 703              ;CENTRO              ;MG;UBERLANDIA     ;38400098;34 ;32358398                                          ;                                                  
FLYTOUR BUSINESS TRAVEL VIAG.E TUR.LTDA ;02167320001057;;AVENIDA CIPRIANO DEL FAVERO, 959 2º PISO;CENTRO              ;MG;UBERLANDIA     ;38400106;34 ;32238000                                          ;                                                  
CLINICA VIVER ASSESSORIA E SERV.LTDA    ;09544430000149;;AVENIDA JOAO PINHEIRO, 807              ;CENTRO              ;MG;UBERLANDIA     ;38400126;34 ;32367444                                          ;                                                  
TRANSPORTADORA EMBORCACäO LTDA          ;25412222000223;0354665380052     ;AVENIDA MINAS GERAIS, 1615              ;CENTRO              ;MG;ARAGUARI       ;38440042;34 ;21094747                                          ;uberlandia@emborcacao.com.br                      
REVESTEC REVESTIMENTOS TECNICOS LTDA    ;20745360000120;7022925200053     ;AVENIDA PLATINA, 550                    ;CENTRO              ;MG;UBERLANDIA     ;38414042;34 ;32170706                                          ;                                                  
3 PRODUCOES E EVENTOS LTDA              ;08306130000169;;AVENIDA RIO BRANCO, 1036 APT 202 BLOCO 2;CENTRO              ;MG;UBERLANDIA     ;38400058;   ;32157155                                          ;                                                  
MARANGONI ELETRIC SERVICE LTDA          ;05151060000129;;AVENIDA RIO BRANCO, 581 SALA 02         ;CENTRO              ;MG;UBERLANDIA     ;38400056;   ;                                                  ;                                                  
INSTIT.C.ASSIST.SOCIAL DE UBERLANDIA    ;25642455000131;7022497650005     ;AVENIDA RIO BRANCO, 785                 ;CENTRO              ;MG;UBERLANDIA     ;38400058;34 ;32364040                                          ;                                                  
EXPRESSO MERCURIO S/A.                  ;95591723005269;316.029.787-4     ;BR 158 KM-341, Nº 8.431                 ;CENTRO              ;PR;PATO BRANCO    ;85502510;046;32253266                                          ;pb@mercurio.com                                   
BANCO ITAU S.A                          ;60701190022922;;PCA TUBAL VILELA, 222                   ;CENTRO              ;MG;UBERLANDIA     ;        ;34 ;32288826                                          ;                                                  
ALVP CONSULT.NTERMED DE NEGOCIOS LTDA   ;05354582000128;;PRACA DR NILO PECANHA, 137              ;CENTRO              ;RJ;MAGE           ;25900000;   ;                                                  ;                                                  
CENTRAL PRESENTES E UTILIDADES LTDA     ;03400412000107;7020421930048     ;PRACA TUBAL VILELA, 206                 ;CENTRO              ;MG;UBERLANDIA     ;38401074;034;32169527                                          ;                                                  
LOJAS AMERICANAS S/A                    ;33014556005406;7020002180252     ;PRACA TUBAL VILELA, 252                 ;CENTRO              ;MG;UBERLANDIA     ;38400186;   ;                                                  ;                                                  
FLEX LOGISTICA NACIONAL E INTER. LTDA   ;09494880000174;0860450562        ;R JULIO DE CASTILHOS, 679 SALA 64       ;CENTRO              ;RS;NOVO HAMBURGO  ;93510130;51 ;33989834                                          ;                                                  
TURISLANDIA LTDA                        ;21718994000156;7021917570059     ;R.CEL.ANTONIO ALVES PEREIRA,400         ;CENTRO              ;MG;UBERLANDIA     ;38400000;34 ;32362277                                          ;eliane@turislandia.com.br                         
ROMETAL COMPONENTES PARA MOVEIS LTDA    ;06925691000110;1570040530        ;RODOVIA RST KM 176,10                   ;CENTRO              ;RS;VERANOPOLIS    ;95330000;54 ;34411671                                          ;                                                  
COMPONENTS IMP E EXP LTDA               ;02125651000133;253565235         ;RUA 25 DE JULHO, 374                    ;CENTRO              ;SC;SAO BENTO DO SU;89280259;047;36310100                                          ;                                                  
MINELI & MASINI LTDA                    ;07300633000164;9033381481        ;RUA ANDORINHA, 340                      ;CENTRO              ;PR;ARAPONGAS      ;86701190;   ;                                                  ;                                                  
MENTRE INSTITUTO PSICOLOGICO LTDA       ;69116804000157;;RUA BARALDI, 1067                       ;CENTRO              ;SP;SAO CAETANO DO ;        ;   ;                                                  ;                                                  
MEHSTRA CONS. MEDICINA HIG. E SEG. TRABA;01541455000187;;RUA BARäO DE CAMARGOS, 463              ;CENTRO              ;MG;UBERLANDIA     ;38400160;34 ;32365766                                          ;mehstra@hotmail.com                               
VIMOLD VIDROS E MOLDURAS LTDA           ;29569506000106;82443436          ;RUA BARAO DO AMAZONAS, 342              ;CENTRO              ;RJ;NITEROI        ;24030110;11 ;26201133                                          ;                                                  
ZM  BEESWAX DIST. PROD. MOV. MAD LTDA   ;10971979000107;255897910         ;RUA CAPITAO ERNESTO NUNES, 19 -  CENTRO ;CENTRO              ;SC;SAO BENTO DO SU;89280361;47 ;36341500                                          ;                                                  
REP-PLAN REPRESENTACOES COMERCIAIS LTDA ;07293664000135;;RUA CEL. SPINOLA DE CASTRO, 3635        ;CENTRO              ;SP;SAO JOSE DO RIO;15015500;   ;2421693                                           ;                                                  
BRENO LUCIO GOMIDE                      ;07195235000125;7021923160096     ;RUA CIPRIANO DEL FAVERO, 340            ;CENTRO              ;MG;UBERLANDIA     ;38400106;34 ;32239537                                          ;                                                  
HOTEL MARAJA LTDA                       ;25404112000139;;RUA CRUZEIRO DOS PEIXOTOS, 233          ;CENTRO              ;MG;UBERLANDIA     ;38400608;   ;                                                  ;                                                  
RIO GRANDE ARTES GRAFICAS LTDA          ;17776071000183;;RUA DR FIDELIS REIS, 820                ;CENTRO              ;MG;UBERABA        ;38010030;34 ;33317900                                          ;                                                  
OLHO VIVO COMUNICACAO LTDA              ;04206555000145;;RUA DUQUE DE CAXIAS, 450 SALA 509       ;CENTRO              ;MG;UBERLANDIA     ;38400901;   ;                                                  ;                                                  
FITAS REAL IND.E COM. DE EMBALAGENS LTDA;88615950000171;4240000253        ;RUA EMANCIPACAO, 510                    ;CENTRO              ;RS;VALE REAL      ;95778000;051;36377088                                          ;
ARTE  DIAMANTE FERRAMENTAS ESPECIAIS LTD;78254489000115;251057038         ;RUA ERNESTO RUCKER, 300                 ;CENTRO              ;SC;CORUPA         ;89278000;47 ;33751277                                          ;ademir@artediamante.com.br                        
ACEPLAST LTDA                           ;05282889000160;254.458.700       ;RUA ERNESTO VENERA DOS SANTOS 55        ;CENTRO              ;SC;SAO BENTO DO SU;89290000;047;36334637                                          ;spare@creativenet.com.br                          
CLARO S/A                               ;40432544011262;0010117130044     ;RUA ESPIRITO SANTO, 100 2º ANDAR        ;CENTRO              ;MG;BELO HORIZONTE ;30160031;   ;                                                  ;                                                  
EMPRESA BRASILEIRA TELECOM.S/A          ;33530486013883;0620040490083     ;RUA ESPIRITO SANTO, N° 1000             ;CENTRO              ;MG;BELO HORIZONTE ;0800921 ;   ;                                                  ;                                                  
NORONHA & PEREIRA LTDA                  ;01177871000148;9040199176        ;RUA FALCAO, 790                         ;CENTRO              ;PR;ARAPONGAS      ;86701240;43 ;30553313                                          ;                                                  
GB ILUMINACAO LTDA.                     ;03444406000151;702.046713-0052   ;RUA FELISBERTO CARRIJO, Nº 91           ;CENTRO              ;MG;UBERLANDIA     ;38400204;34 ;32369281                                          ;                                                  
CORREIAS SCHENEIDER LTDA                ;61158895000181;104273243110      ;RUA FLORENCIO DE ABREU 647              ;CENTRO              ;SP;SAO PAULO      ;01029001;   ;                                                  ;                                                  
JJD PRESENTES E UTILIDADES LTDA         ;10858168000196;104476990         ;RUA GENERAL JOAQUIM INACIO, 43          ;CENTRO              ;GO;ANAPOLIS       ;75024040;62 ;33210421                                          ;                                                  
INTERODONTO SIST.DE SAUDE ODONT.LTDA    ;71930226000563;;RUA GETULIO VARGAS, 699                 ;CENTRO              ;MG;UBERLANDIA     ;38400299;11 ;31743091                                          ;                                                  
HOTELARIA ACCOR BRASIL S.A              ;09967852003304;;RUA GOIAS, 50                           ;CENTRO              ;MG;UBERLANDIA     ;38400064;34 ;32334000                                          ;pilhabela@uol.com.br                              
UNIAO TRANSPORTE DE CARGAS E ENC.LTDA   ;06897194005700;4812204520050     ;RUA INFANTE VIEIRA, S/N TERM.RODOVIARIO ;CENTRO              ;MG;PATROCINIO     ;38740000;   ;                                                  ;                                                  
VALDIR RIGO                             ;88591888000125;1570020172        ;RUA JOSE ABRUZZI, 40                    ;CENTRO              ;RS;VERANOPOLIS    ;95330000;054;34411671                                          ;rometal@oressa.com.br                             
NET USER SERVICOS DIGITAIS LTDA         ;13176426000142;;RUA MACHADO DE ASSIS , 547 APTO 303     ;CENTRO              ;MG;UBERLANDIA     ;        ;   ;                                                  ;                                                  
MADE IN BRASIL COMPUTER LTDA            ;65235764000101;702.015.592.00.07 ;RUA MACHADO DE ASSIS, 1167              ;CENTRO              ;MG;UBERLANDIA     ;38415999;034;32550195                                          ;                                                  
MULTI CONSULTORIA DE IMOVEIS LTDA       ;17656356000180;;RUA MACHADO DE ASSIS, 206               ;CENTRO              ;MG;UBERLANDIA     ;38400112;34 ;32397000                                          ;                                                  
MARKA LATINA MARKETING E MULTIVENDAS LTD;06271838000104;7021180100094     ;RUA MACHADO DE ASSIS, 501 / SL. 105     ;CENTRO              ;MG;UBERLANDIA     ;38400112;34 ;32266055                                          ;                                                  
DESPERTAR DISTRIBUIDORA DE LIVROS LTDA  ;04699812000128;7021546350080     ;RUA MACHADO DE ASSIS, 557               ;CENTRO              ;MG;UBERLANDIA     ;38400112;34 ;32362091                                          ;                                                  
CENTRAL COMERCIO E IMPORTACAO LTDA      ;00748068000153;7029403700018     ;RUA MACHADO DE ASSIS, 562               ;CENTRO              ;MG;UBERLANDIA     ;38400102;034;32362131                                          ;                                                  
MANUEL ANTONIO ZAGO-ME                  ;17797622000195;;RUA MACHADO DE ASSIS, 845 (FDS)         ;CENTRO              ;MG;UBERLANDIA     ;38400112;34 ;32363172                                          ;                                                  
MOVAX INDUSTRIA E COMERCIO DE PAPEIS LTD;76103076000104;1070074318        ;RUA MAJOR SEZINO P. DE SOUZA, N° 811    ;CENTRO              ;PR;ARAUCARIA      ;83702270;41 ;642 3488                                          ;                                                  
ITAMARATY HOTEL LTDA                    ;01021906000155;;RUA MANOEL DABADIA,209                  ;CENTRO              ;GO;ANAPOLIS       ;75000000;   ;                                                  ;                                                  
DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTO ;25769548000121;;RUA MARTINESIA, 245                     ;CENTRO              ;MG;UBERLANDIA     ;38400606;   ;32334611                                          ;                                                  
F.C.M.INCORPORACAO LTDA                 ;35685148000191;;RUA MESTRE PEDRO, 77                    ;CENTRO              ;PE;CARUARU        ;        ;81 ;37225011                                          ;                                                  
CONTERV ASSESSORIA E PROJETO LTDA       ;29508116000118;;RUA MEXICO, N° 31 - GRUPO 1902          ;CENTRO              ;RJ;RIO DE JANEIRO ;        ;   ;                                                  ;                                                  
R.R.FAJARDO REP.COM.LTDA                ;08747590000122;;RUA PASCOAL MAIO, 713                   ;CENTRO              ;PR;MANDAGUARI     ;        ;44 ;32337500                                          ;                                                  
COPLANAT COMPENSADOS PLAN E ANATOM LTDA ;00368813000139;252907710         ;RUA PE JOSE DAMEK, 22                   ;CENTRO              ;SC;MAFRA          ;6423230 ;47 ;36423230                                          ;coplanat@rno.matrix.com.br                        
PLASTIBORDO COMPONENTES PARA MOVEIS LTDA;93092831000111;4280001315        ;RUA PIRACICABA, 96                      ;CENTRO              ;RS;ARARICA        ;93880000;051;35603000                                          ;villa@mirassol.com.br                             
SERCOMTEL S.A - TELECOMUNICACOES        ;01371416000189;6010494816        ;RUA PROF.JOAO CANDIDO, 555              ;CENTRO              ;PR;LONDRINA       ;86010927;   ;10343                                             ;                                                  
FUNERARIA ANGELO CUNHA LTDA             ;17793928000173;7021074830017     ;RUA PROF.PEDRO BERNARDO, 286            ;CENTRO              ;MG;UBERLANDIA     ;38400172;34 ;32362657                                          ;                                                  
LIVRARIA PRO SECULO LTDA                ;20736476000100;702.269.226.0083  ;RUA QUINTINO BOCAIUVA 457               ;CENTRO              ;MG;UBERLANDIA     ;38400108;34 ;32141166                                          ;proseculo@proseculo.com.br                        
EXECUTIVE RENT A CAR LOC.VEICULOS LTDA  ;74491598000103;;RUA QUINTINO BOCAIUVA, 23               ;CENTRO              ;SP;RIBEIRAO PRETO ;14015160;16 ;63103586                                          ;                                                  
ALGAR SEGURANCA ELETRONICA E SERV. LTDA ;02384370000103;7021688080059     ;RUA QUINTINO BOCAIUVA, 428              ;CENTRO              ;MG;UBERLANDIA     ;38400108;34 ;32925100                                          ;arocha@algar.com.br                               
ACAO PROPAGANDA & COMUNICACAO LTDA      ;65381352000180;;RUA REZENDE, 220                        ;CENTRO              ;MG;UBERLANDIA     ;38400094;34 ;32364163                                          ;acao@triang.com.br                                
CIA DO VIDEO PRODUCOES LTDA             ;11091692000147;;RUA REZENDE, 220 SALA 3                 ;CENTRO              ;MG;UBERLANDIA     ;38400094;34 ;32157652                                          ;                                                  
TRANSAGIL TRANSPORTE E COMERCIO LTDA    ;01108882000176;2240013146        ;RUA RIO BRANCO, N° 65                   ;CENTRO              ;RS;SAO MARCOS     ;95190970;54 ;2913450                                           ;                                                  
RODONAVES TRANSPORTES E ENCOMENDAS LTDA ;44914992001703;6013031914        ;RUA RIO GRANDE DO NORTE, 1200           ;CENTRO              ;PR;LONDRINA       ;86026490;   ;                                                  ;                                                  
FOCO ASSESSORIA EMPRESARIAL LTDA        ;05903428000168;;RUA RODOLFO CARREA , 000109- FUNDOS     ;CENTRO              ;MG;UBERLANDIA     ;38400160;   ;                                                  ;                                                  
NET SITE SA                             ;00836602000183;;RUA SALDANHA MARINHO, 158               ;CENTRO              ;SP;RIBEIRAO PRETO ;14015000;   ;                                                  ;                                                  
COPYCENTER UBERLANDIA LTDA              ;20736591000177;7022129460098     ;RUA SANTOS DUMONT, 580                  ;CENTRO              ;MG;UBERLANDIA     ;        ;34 ;                                                  ;                                                  
RIBEIRO E VALENTE COML LTDA             ;00604158000170;7029365380090     ;RUA TENENTE VIRMONDES, N° 55LT.A        ;CENTRO              ;MG;UBERLANDIA     ;38400110;034;32100171                                          ;                                                  
